FID,ID,Lat,Lon
348,435632,44.4667,-72.1167
349,435542,44.9489,-72.1911
350,435492,43,-72.6333
351,435366,44.5617,-72.6028
352,434882,43.1667,-73.0667
353,434747,43.3939,-72.7103
354,433914,44.9339,-73.0494
355,433400,43.1906,-72.6253
356,431565,44.0069,-72.3194
357,431072,44.4833,-73.1833
358,430563,42.9167,-73.2167
359,430277,43.1098,-72.7974
360,429382,40.7206,-114.0356
361,429136,37.3522,-113.6667
362,427846,40.6008,-111.5842
363,427598,40.7725,-111.9553
364,427516,37.1061,-113.5672
365,427395,40.3,-109.9833
366,427260,38.7619,-112.0781
367,427064,40.2436,-111.6506
368,426938,41.8744,-112.1475
369,426414,41.2319,-112.0281
370,426404,41.2439,-111.9475
371,426135,39.7125,-111.8322
372,426127,40.5367,-110.0622
373,425892,40.7497,-111.7222
374,425654,38.4333,-113.0167
375,425186,41.7456,-111.8033
376,423624,40.4,-110.7594
377,423611,38.3706,-110.7153
378,423056,40.2167,-110.85
379,422864,40.9317,-109.4117
380,422696,40.2622,-112.0906
381,422578,39.3706,-111.5858
382,422561,37.6833,-113.65
383,422385,40.9667,-111.4333
384,422090,39.3833,-112.5167
385,421759,40.6189,-111.7833
386,421590,40.9383,-111.1492
387,421308,37.7167,-109.0833
388,421008,37.6411,-112.1689
389,420336,38.6172,-109.6192
390,420168,38.2492,-111.9603
391,419976,26.8706,-99.2536
392,419893,33.0178,-99.0539
393,419858,36.2333,-100.6667
394,419829,31.7667,-103.15
395,419715,31.8611,-97.375
396,419665,30.9003,-96.3953
397,419588,26.1781,-97.9708
398,419565,34.8422,-100.2103
399,419532,32.7483,-97.77
400,419499,31.6725,-100.7283
401,419491,30.3236,-96.1594
402,419417,31.6003,-97.2169
403,419365,28.7875,-97.0106
404,419280,30.8333,-96.6333
405,419270,30.5908,-104.4914
406,419163,33.7569,-99.8617
407,419037,31.3167,-103.9833
408,418996,29.4822,-95.6314
409,418942,33.4367,-94.0772
410,418910,31.0781,-97.3183
411,418862,30.5844,-97.4156
412,418859,32.3,-94.5167
413,418845,29.6675,-99.2883
414,418778,32.4561,-95.4231
415,418761,35.9667,-101.8667
416,418743,33.1481,-95.6269
417,418647,35.8185,-101.4425
418,418646,31.0372,-97.5283
419,418631,31.9186,-100.8786
420,418625,32.1667,-98.3167
421,418583,32.9403,-99.8036
422,418563,32.9086,-97.6786
423,418544,29.8653,-98.3797
424,418531,30.4828,-98.1597
425,418446,30.3367,-96.5403
426,418415,30.0067,-97.1689
427,418305,31.185,-105.3233
428,418265,30.4833,-95
429,418081,27.2169,-97.6956
430,418047,31.7428,-99.3106
431,418023,30.2156,-102.4164
432,417992,31.1966,-98.7164
433,417944,31.3706,-100.4942
434,417700,31.0167,-94.4
435,417594,29.5839,-95.7553
436,417556,32.9536,-97.5739
437,417481,31.9061,-103.9294
438,417480,31.2175,-98.5833
439,417431,31.2286,-101.9461
440,417300,31.9633,-98.4942
441,417140,28.6575,-96.5553
442,417074,33.1875,-102.8286
443,417066,32.9264,-94.9392
444,417060,33.5992,-100.5319
445,416992,30.4333,-97.6167
446,416893,31.3783,-103.6333
447,416792,29.3272,-103.2061
448,416776,35.5544,-100.9736
449,416504,32.9711,-101.8247
450,416270,33.4547,-94.4089
451,416210,31.9611,-96.6881
452,416136,34.2208,-102.7367
453,416135,34.2192,-102.7328
454,416108,33.1689,-95.0056
455,416104,30.6716,-104.0225
456,415996,31.3933,-98.3081
457,415957,32.7864,-98.1183
458,415890,31.9431,-102.1906
459,415658,34.0044,-100.825
460,415596,30.3125,-104.0722
461,415591,30.4833,-104.1167
462,415538,30.1333,-97.8333
463,415528,31.9442,-96.8464
464,415463,32.3317,-96.1506
465,415429,29.6756,-97.6578
466,415398,31.1333,-95.45
467,415358,32.4167,-100.7167
468,415272,30.7425,-98.6542
469,415247,36.2358,-100.2675
470,415193,30.4064,-97.0136
471,415192,33.0694,-97.0094
472,415113,29.7392,-99.7611
473,415081,32.35,-94.1
474,415048,29.8097,-101.5603
475,414982,33.7542,-99.1442
476,414975,33.7411,-95.9217
477,414974,32.3333,-100.9167
478,414920,28.9831,-99.8686
479,414903,29.9175,-96.8769
480,414878,30.375,-94.2994
481,414792,31.0658,-97.6919
482,414704,29.8025,-95.8197
483,414679,33.0806,-97.2967
484,414670,30.4453,-99.8045
485,414605,30.2861,-98.4089
486,414591,31.35,-96.15
487,414577,32.7692,-94.3558
488,414570,33.2544,-100.5725
489,414440,31.6667,-98.4167
490,414425,31.2667,-102.7
491,414362,30,-95.25
492,414331,29.8042,-95.4914
493,414328,29.9167,-95.15
494,414323,29.8667,-95.4167
495,414311,29.7147,-95.5947
496,414278,31.8456,-99.5606
497,414191,28.7167,-98.8
498,414137,31.9844,-98.0311
499,414098,34.8167,-102.4
500,413871,30.1333,-99.6
501,413770,31.5167,-96.5333
502,413691,32.9506,-97.0553
503,413686,30.7189,-97.3211
504,413646,32.2422,-98.6631
505,413642,33.7953,-96.8531
506,413546,32.7464,-95.0497
507,413507,30.6836,-97.7172
508,413415,33.6358,-97.1447
509,413411,32.7744,-101.4539
510,413410,35.6317,-100.3922
511,413370,33.1925,-96.7931
512,413329,30.2392,-98.9089
513,413285,32.8339,-97.2975
514,413278,30.3833,-103.0333
515,413270,30.9303,-100.1125
516,413171,31.3089,-97.6306
517,413156,29.9756,-98.2647
518,413133,32.5339,-96.6608
519,413005,31.4625,-98.1619
520,412809,30.8694,-100.5994
521,412797,31.8111,-106.3758
522,412741,31.2208,-99.8494
523,412679,28.7569,-100.4792
524,412621,33.8094,-100.5169
525,412462,30.3561,-96.8289
526,412415,33.5639,-95.3742
527,412394,33.8167,-96.5667
528,412206,30.0211,-95.7069
529,412128,32.1167,-99.1667
530,412096,32.5286,-97.6189
531,412082,31.4011,-102.3122
532,412014,27.8,-97.4
533,411921,33.1997,-95.9283
534,411911,29.6989,-96.5731
535,411773,33.6108,-95.0717
536,411671,29.3092,-97.4061
537,411646,35.6853,-102.31
538,411492,29.7908,-100.6742
539,411433,29.9464,-98.3969
540,411165,30.75,-98.4167
541,411081,32.55,-97.0667
542,411068,30.8833,-97.9333
543,411057,34.6833,-100.9
544,410917,30.7333,-93.65
545,410784,32.2683,-101.4858
546,410738,30.7603,-98.0164
547,410691,32.6475,-97.4439
548,410665,31.1,-97.4833
549,410639,28.4575,-97.7061
550,410613,30.0689,-94.2928
551,410509,30.14,-98.8189
552,410367,33.8756,-95.5022
553,410305,28.3081,-96.8047
554,410262,33.35,-96.5167
555,410248,32.3167,-102.55
556,410174,30.3764,-103.66
557,410050,31.2833,-98.15
558,409701,36.3667,-83.9
559,409219,36.3925,-89.0317
560,408766,36.2492,-84.6969
561,408758,35.55,-85.9833
562,408704,35.5333,-87.8167
563,408598,36.4833,-82.9333
564,408203,35.75,-87.2833
565,408113,35.2333,-88.2167
566,408065,36.4528,-89.3028
567,406977,36.2872,-88.2958
568,406402,36.1253,-86.6764
569,406371,35.9211,-86.3786
570,406358,35.4556,-89.8114
571,406170,36.1542,-85.2639
572,405720,35.4156,-89.5314
573,405327,36.4333,-85.2833
574,405210,35.6467,-88.3975
575,405187,35.4142,-86.8083
576,405108,36.2289,-86.3178
577,404678,36.0333,-87.9833
578,404613,36.1222,-83.4739
579,404392,35.8167,-88.9333
580,402680,36.0456,-89.3697
581,402489,36.0747,-87.3936
582,401978,35.0328,-84.7347
583,401663,36.3244,-87.2244
584,401656,35.0311,-85.2014
585,401561,36.54,-85.4589
586,401480,36.2456,-85.9444
587,401323,35.4667,-85.45
588,401295,36.35,-82.0167
589,401094,36.4731,-82.4044
590,400876,35.2622,-88.9892
591,400603,35.1333,-86.2
592,399537,45.0669,-102.9956
593,398980,45.4247,-97.3269
594,398932,44.9047,-97.1494
595,398622,42.7625,-96.9194
596,398007,43.5947,-98.4367
597,397992,44.2694,-99.4689
598,397667,43.5778,-96.7539
599,397662,43.7378,-96.6267
600,397052,44.8656,-98.5253
601,396636,44.5169,-102.2153
602,396427,44.0622,-103.4819
603,396304,43.4033,-103.2683
604,396282,45.2317,-99.4711
605,396170,44.4419,-100.4175
606,395891,43.8894,-100.7078
607,395691,45.5656,-100.4489
608,395620,43.3061,-100.6558
609,395544,44.5208,-101.6192
610,395481,43.2358,-97.5714
611,395421,45.5333,-102.2167
612,395381,45.8383,-101.2767
613,394864,45.9397,-102.1575
614,394766,44.0644,-99.4603
615,394651,43.1008,-101.5658
616,394268,45.3953,-101.4292
617,394184,43.7483,-101.9414
618,392852,45.0203,-102.0367
619,392557,43.3036,-103.8458
620,392334,43.4,-99.5167
621,391452,44.6886,-97.8889
622,391294,45.5489,-103.9744
623,391114,45.5958,-103.5453
624,391076,44.3253,-96.7686
625,390217,43.35,-103.4333
626,390113,43.0289,-96.6289
627,388879,33.6333,-81.3833
628,388707,34.9494,-82.4428
629,387712,33.45,-80.15
630,387560,33.6525,-80.7806
631,386893,33.25,-79.9833
632,386831,34.8819,-82.7189
633,386209,34.2825,-81.6269
634,386114,34.1944,-79.2478
635,385493,33.695,-80.2364
636,385306,34.0347,-78.8825
637,385278,34.8158,-83.2494
638,385017,34.4989,-82.0219
639,384918,34.7003,-80.7533
640,383747,34.8847,-82.2239
641,381770,34.6603,-82.8236
642,381726,33.6631,-82.1897
643,381549,32.7833,-79.9333
644,369966,41.85,-79.3167
645,369938,39.94,-76.7253
646,369728,41.2433,-76.9217
647,369408,41.7003,-77.3894
648,369367,39.9,-80.1667
649,369312,40.1833,-80.2333
650,369024,40.7167,-78.2
651,369022,40.6644,-78.2192
652,368989,40.45,-79.3833
653,368905,41.7506,-76.4428
654,368893,41.1386,-75.2225
655,368885,41.6333,-79.6667
656,368873,41.4833,-79.4333
657,368763,40.85,-75.9833
658,368758,40.7947,-75.9753
659,368725,41.2833,-76.1333
660,368596,41.0125,-75.1906
661,368589,40.55,-78.9167
662,368469,41.4,-78.0167
663,368449,40.7933,-77.8672
664,368379,39.8667,-76.8667
665,368275,41.5167,-75.4
666,368184,41.05,-80.0667
667,368026,41.7089,-79.1464
668,367965,40.1833,-77.8667
669,367938,40.3589,-75.3222
670,367931,40.7831,-76.8611
671,367855,41.9167,-79.0333
672,367732,39.8958,-76.3947
673,367540,40.7167,-80.3
674,367410,41.2333,-77.7667
675,367318,40.3333,-75.9667
676,367312,40.3814,-78.0753
677,367229,40.925,-79.2825
678,367186,41.5892,-75.33
679,367116,40.5833,-76.0333
680,367029,41.7333,-75.45
681,366997,40.45,-80
682,366927,40.12,-75.5011
683,366916,40.9167,-78.0667
684,366889,39.8683,-75.2311
685,366852,40.355,-77.6544
686,366792,40.8653,-75.2458
687,366689,40.8,-75.6167
688,366419,40.0833,-75.0167
689,366233,41.0172,-80.3619
690,366066,40.385,-77.8789
691,366004,40.7875,-76.4508
692,365825,40.7333,-77.6333
693,365817,41.1,-76.5667
694,365775,40.5333,-76.9167
695,365654,41.2333,-80.25
696,365627,41.2833,-78.4
697,365601,41.2167,-75.6333
698,365400,41.4833,-79.1
699,365336,40.8,-78.4
700,365109,41.1167,-77.45
701,364992,40.5869,-77.5697
702,364984,41.8417,-78.6433
703,364934,40.8222,-75.6961
704,364896,40.3333,-76.4667
705,364778,40.1167,-76.4333
706,364432,41.6767,-78.8036
707,364397,40.6075,-76.4642
708,364390,40.3167,-78.9167
709,364325,41.5,-80.4667
710,364304,41.95,-77.0167
711,364214,40.6,-79.1167
712,364027,40.75,-79.1
713,364019,39.8333,-76.3333
714,364001,40.4383,-78.4169
715,363762,41.4667,-75.1333
716,363761,41.4667,-75.1833
717,363699,40.2167,-76.85
718,363515,40.3,-79.5167
719,363330,39.8,-76.7333
720,363321,40.0997,-75.7506
721,363295,39.8167,-78.8333
722,363018,41.1167,-75.7333
723,362942,40.7167,-79.5
724,362721,40.0136,-78.3653
725,362682,42.08,-80.1825
726,362644,41.4333,-77.2833
727,362629,41.5067,-78.2275
728,362537,39.805,-77.2292
729,362298,40.2872,-78.7242
730,362265,41.1,-78.6333
731,362260,41.1783,-78.8989
732,362245,41.3419,-78.1403
733,362160,41.2167,-74.8667
734,361961,40.9583,-78.5294
735,361726,39.9969,-79.5964
736,361705,39.7994,-79.3669
737,361529,41.6833,-78.5
738,361485,41.1922,-79.4356
739,361400,41.6667,-77.8167
740,361354,39.9353,-77.6394
741,361262,41.6167,-77.75
742,361215,41.6667,-76.8667
743,361139,40.85,-79.9167
744,360763,40.2636,-77.3639
745,360743,41.1,-75.6
746,360725,40.3025,-77.5892
747,360651,39.8167,-78.0833
748,360313,42,-77.5333
749,360204,40.5833,-79.6
750,360147,41.3583,-77.9267
751,360106,40.6508,-75.4492
752,354670,42.2139,-120.3636
753,349748,35.1419,-96.6758
754,349724,34.9417,-94.7039
755,349629,34.7325,-98.7125
756,349450,35.5872,-95.1683
757,349404,36.5758,-98.8797
758,349023,34.6147,-95.2803
759,348769,35.6,-95.05
760,348708,36.0381,-98.9592
761,348501,36.1175,-97.095
762,348497,35.2453,-95.1144
763,348101,36.2892,-99.8933
764,347739,36.1672,-95.0292
765,347705,34.6403,-96.8783
766,347660,36.7889,-100.4183
767,347412,36.5447,-101.0842
768,347309,36.3092,-95.3297
769,347201,36.7367,-97.1019
770,347080,34.1167,-95.0833
771,346935,36.6692,-96.3472
772,346740,36.65,-101.1333
773,346729,36.3667,-95.6667
774,346661,35.3889,-97.6006
775,346620,35.7272,-97.9811
776,346485,36.6917,-95.6436
777,346130,35.7781,-95.3339
778,345589,36.1522,-97.6225
779,345463,35.7481,-99.8178
780,345108,34.4339,-96.2717
781,344975,35.2928,-95.4322
782,344865,33.93,-96.6961
783,344812,36.15,-96.25
784,344393,36.9167,-96.1
785,344202,35.0256,-99.0919
786,344098,35.95,-96.2833
787,344052,34.5828,-97.3464
788,343740,36.7425,-98.1331
789,343628,36.5914,-101.6181
790,343497,35.6267,-98.3225
791,343304,36.5442,-99.535
792,343286,35.8833,-95.2833
793,343281,35.1,-98.4333
794,343002,36.7975,-101.9075
795,342849,35.4167,-99.4167
796,342660,34.5011,-97.9592
797,341902,36.2903,-96.5369
798,341750,35.0489,-97.9158
799,341684,35.7061,-96.88
800,341544,34.2661,-94.7753
801,341437,34.23,-96.195
802,340908,36.7236,-102.4803
803,340292,34.1714,-97.1294
804,340256,34.2208,-95.615
805,340242,35.75,-99.1
806,340215,36.2483,-98.1883
807,340179,34.5903,-99.3344
808,340028,36.4008,-95.3
809,339422,39.9167,-82
810,339406,41.2544,-80.6739
811,339357,39.7167,-83.9667
812,339312,40.7833,-81.9167
813,339298,39.7833,-81.1
814,339211,40.15,-81.85
815,338810,38.7003,-82.4736
816,338794,39.5269,-83.4281
817,338774,41.2167,-80.8
818,338552,40.1,-83.7833
819,338539,40.8167,-83.2833
820,338020,40.3667,-80.6167
821,337698,40.2983,-84.1633
822,337559,39.9222,-81.4347
823,337179,40.6833,-84.65
824,336949,41.1333,-81.2833
825,336882,41.65,-82.8
826,336781,38.7569,-82.8872
827,336702,40.6167,-82.3333
828,336650,40.1333,-84.2333
829,336384,41.7167,-81.2167
830,336196,41.2667,-82.2167
831,335904,40.5,-81.45
832,335878,39.4667,-81.1167
833,335585,40.3833,-82.4667
834,335573,39.7333,-83.2833
835,335398,40.3486,-82.0908
836,335315,40.7167,-80.9
837,335297,40.55,-81.9167
838,334979,40.2411,-83.3669
839,334942,40.6167,-83.1333
840,334865,40.8203,-82.5178
841,334789,41.7,-84.0667
842,334681,39.8833,-83.45
843,334672,39.5292,-82.385
844,334551,40.7247,-84.1294
845,334473,40.4667,-81.2
846,334459,39.3689,-84.2394
847,334189,40.6489,-83.6061
848,333758,39.2,-83.6167
849,333421,41.0183,-84.4725
850,333375,40.1,-84.65
851,333356,39.3542,-83.4056
852,333042,40.3833,-82.4
853,333021,40.7167,-82.8
854,332905,41.15,-83.4333
855,332651,39.35,-84.5833
856,332512,41.45,-84.7333
857,332485,39.7347,-84.6336
858,332305,39.6333,-80.8833
859,332272,40.5667,-81.4167
860,332205,40,-82.0833
861,332098,41.2833,-84.3833
862,332090,39.6253,-83.2128
863,332075,39.9061,-84.2186
864,331905,40.3667,-81.8
865,331818,41.9833,-80.5667
866,331786,39.9914,-82.8808
867,331770,40.8833,-80.6833
868,331657,41.405,-81.8528
869,331592,39.6106,-82.9547
870,331581,39.1,-84.5167
871,331541,41.0517,-81.9361
872,331536,38.7983,-84.1731
873,331528,39.3744,-83.0036
874,331466,40.74,-82.3569
875,331404,40.3,-82.65
876,331259,40.7667,-81.3833
877,331197,40.0167,-81.5833
878,331113,41.4667,-81.1667
879,331042,41.4619,-84.5272
880,330639,41.0333,-81.0167
881,330493,40.6333,-81.5667
882,330107,40.955,-81.1169
883,330059,41.15,-81.5667
884,329455,47.1603,-100.7892
885,329219,46.0233,-101.5664
886,328057,47.8333,-99.1167
887,327844,48.945,-98.9947
888,327585,47.4981,-101.375
